id|title|body|department|sentiment
248|TUTTO ECCEZIONALE, camera...|TUTTO ECCEZIONALE, camera e bagno stupendi|Housekeeping|pos
249|TUTTO ECCEZIONALE, camera...|TUTTO ECCEZIONALE, camera e bagno magnifici.|Housekeeping|pos
250|TUTTO ECCEZIONALE, camera...|TUTTO ECCEZIONALE, camera e servizi stupendi|Housekeeping|pos
251|TUTTO ECCEZIONALE, camera...|TUTTO ECCEZIONALE, camera e servizi magnifici.|Housekeeping|pos
252|Hotel molto comodo....|Hotel molto comodo. Camera abbastanza ampia, con bel terrazzino arredato e stendibiancheria.|Housekeeping|pos
253|Hotel consigliatissimo Stanza...|Hotel consigliatissimo Stanza molto apprezzata e confortevole.|Housekeeping|pos
254|Hotel consigliatissimo Stanza...|Hotel consigliatissimo Stanza molto gradita e confortevole.|Housekeeping|pos
255|Hotel raccomandato. Stanza...|Hotel raccomandato. Stanza molto apprezzata e confortevole.|Housekeeping|pos
256|Hotel raccomandato. Stanza...|Hotel raccomandato. Stanza molto gradita e confortevole.|Housekeeping|pos
257|Albergo accogliente con...|Albergo accogliente con ottimo rapporto qualità prezzo. Camere pulitissime e personale cortese.|Housekeeping|pos
258|letti matrimoniali comodi...|letti matrimoniali comodi e un ampio bagno. Pulizia direi più che ottima|Housekeeping|pos
259|letti matrimoniali comodi...|letti matrimoniali comodi e un ampio bagno. Pulizia direi più che perfetta.|Housekeeping|pos
260|letti matrimoniali comodi...|letti matrimoniali comodi e un grande bagno. Pulizia direi più che ottima|Housekeeping|pos
261|letti matrimoniali comodi...|letti matrimoniali comodi e un grande bagno. Pulizia direi più che perfetta.|Housekeeping|pos
262|L’hotel è molto...|L’hotel è molto curato e pulito. Vacanza all’insegna del comfort e di piccole attenzioni quotidiane.|Housekeeping|pos
263|L'hotel è nuovo...|L'hotel è nuovo e ristrutturato di recente; camere molto belle, pulite e con tutto ciò che serve.|Housekeeping|pos
264|Struttura molto accogliente...|Struttura molto accogliente e pulita, camera molto curata nei dettagli, ottima idea lo spazio cabina armadio.|Housekeeping|pos
265|Bagno nuovo con...|Bagno nuovo con doccia molto spaziosa. Ottima pulizia. Complimenti a tutto lo staff!|Housekeeping|pos
266|Dalla prima accoglienza,...|Dalla prima accoglienza, si percepisce un’atmosfera intima e curata.|Housekeeping|pos
267|Personale di pulizia...|Personale di pulizia impeccabile. Pulizia eccellente|Housekeeping|pos
268|servizio di pulizia...|servizio di pulizia impeccabile. Pulizia eccellente|Housekeeping|pos
269|Pulizia massima e...|Pulizia massima e camere sempre in ordine|Housekeeping|pos
270|Pulizia elevata e...|Pulizia elevata e camere sempre in ordine|Housekeeping|pos
271|Camera sporca e...|Camera sporca e disordinata|Housekeeping|neg
272|Camera sporca e...|Camera sporca e trasandata.|Housekeeping|neg
273|Camera sudicia e...|Camera sudicia e disordinata|Housekeeping|neg
274|Camera sudicia e...|Camera sudicia e trasandata.|Housekeeping|neg
275|stanza sporca e...|stanza sporca e disordinata|Housekeeping|neg
276|stanza sporca e...|stanza sporca e trasandata.|Housekeeping|neg
277|stanza sudicia e...|stanza sudicia e disordinata|Housekeeping|neg
278|stanza sudicia e...|stanza sudicia e trasandata.|Housekeeping|neg
279|Struttura trasandata e...|Struttura trasandata e poco pulita.|Housekeeping|neg
280|Struttura trasandata e...|Struttura trasandata e non pulita.|Housekeeping|neg
281|Sistemazione trasandata e...|Sistemazione trasandata e poco pulita.|Housekeeping|neg
282|Sistemazione trasandata e...|Sistemazione trasandata e non pulita.|Housekeeping|neg
283|Personale poco attento...|Personale poco attento alla pulizia delle camere e dei bagni.|Housekeeping|neg
284|Personale poco accorto...|Personale poco accorto alla pulizia delle camere e dei bagni.|Housekeeping|neg
285|Mancanza di igiene...|Mancanza di igiene nelle camere; lenzuola macchiate e bagno sporco.|Housekeeping|neg
286|Mancanza di igiene...|Mancanza di igiene nelle camere; lenzuola imbrattate e bagno sporco.|Housekeeping|neg
287|Assenza di igiene...|Assenza di igiene nelle camere; lenzuola macchiate e bagno sporco.|Housekeeping|neg
288|Assenza di igiene...|Assenza di igiene nelle camere; lenzuola imbrattate e bagno sporco.|Housekeeping|neg
289|Questo è il...|Questo è il posto con le condizioni igieniche generali del bagno peggiori che io abbia mai visto.|Housekeeping|neg
290|Porte rotte e...|Porte rotte e tendina della doccia diventata grigia per lo sporco e la muffa.|Housekeeping|neg
291|Porte rotte e...|Porte rotte e tendina della doccia diventata marrone per lo sporco e la muffa.|Housekeeping|neg
292|Porte danneggiate e...|Porte danneggiate e tendina della doccia diventata grigia per lo sporco e la muffa.|Housekeeping|neg
293|Porte danneggiate e...|Porte danneggiate e tendina della doccia diventata marrone per lo sporco e la muffa.|Housekeeping|neg
294|Coperchio del water...|Coperchio del water rotto per ossidazione e marroncino per lo sporco. Disgustoso|Housekeeping|neg
295|Coperchio del water...|Coperchio del water rotto per ossidazione e marroncino per lo sporco. Terribile.|Housekeeping|neg
296|Coperchio del water...|Coperchio del water guasto per ossidazione e marroncino per lo sporco. Disgustoso|Housekeeping|neg
297|Coperchio del water...|Coperchio del water guasto per ossidazione e marroncino per lo sporco. Terribile.|Housekeeping|neg
298|Fughe delle piastrelle...|Fughe delle piastrelle della doccia nere per lo sporco e la mancata pulizia.|Housekeeping|neg
299|Fughe delle mattonelle...|Fughe delle mattonelle della doccia nere per lo sporco e la mancata pulizia.|Housekeeping|neg
300|linee delle piastrelle...|linee delle piastrelle della doccia nere per lo sporco e la mancata pulizia.|Housekeeping|neg
301|linee delle mattonelle...|linee delle mattonelle della doccia nere per lo sporco e la mancata pulizia.|Housekeeping|neg
302|Pareti scrostate e...|Pareti scrostate e da cui cadevano pezzi di intonaco.|Housekeeping|neg
303|Pareti scrostate e...|Pareti scrostate e da cui cadevano parti di intonaco.|Housekeeping|neg
304|Spazzolone per pulire...|Spazzolone per pulire il bagno, vecchio, quasi completamente consumato e… nero!|Housekeeping|neg
305|Scopino per pulire...|Scopino per pulire il bagno, vecchio, quasi completamente consumato e… nero!|Housekeeping|neg
306|Moquette in stanza...|Moquette in stanza in gran parte rotta, sporca e rabberciata in qualche maniera.|Housekeeping|neg
307|Moquette in stanza...|Moquette in stanza in buona parte rotta, sporca e rabberciata in qualche maniera.|Housekeeping|neg
308|Tappeti logori e...|Tappeti logori e pieni di polvere.|Housekeeping|neg
309|Tappeti logori e...|Tappeti logori e colmi di polvere.|Housekeeping|neg
310|Tappeti usurati e...|Tappeti usurati e pieni di polvere.|Housekeeping|neg
311|Tappeti usurati e...|Tappeti usurati e colmi di polvere.|Housekeeping|neg
312|Moquette, sia quella...|Moquette, sia quella sul pavimento che quella alle pareti, logora e sporca.|Housekeeping|neg
313|Moquette, sia quella...|Moquette, sia quella sul pavimento che quella alle pareti, rovinata e sporca.|Housekeeping|neg
314|Le stanze e...|Le stanze e i corridoi non vedono una imbiancatura da anni|Housekeeping|neg
315|Le stanze e...|Le stanze e i corridoi non vedono una imbiancatura da secoli.|Housekeeping|neg
316|Le stanze e...|Le stanze e i corridoi non vedono una tinteggiatura da anni|Housekeeping|neg
317|Le stanze e...|Le stanze e i corridoi non vedono una tinteggiatura da secoli.|Housekeeping|neg
318|Stabile logoro, in...|Stabile logoro, in pessime condizioni e lasciato andare alla deriva.|Housekeeping|neg
319|edificio logoro, in...|edificio logoro, in pessime condizioni e lasciato andare alla deriva.|Housekeeping|neg
320|Doccia con la...|Doccia con la tendina scomoda perché si rischia di allagare il bagno. Albergo senza troppe pretese.|Housekeeping|neg
321|Condizioni igieniche del...|Condizioni igieniche del bagno penose Mai visto nulla di simile.|Housekeeping|neg
322|Condizioni igieniche del...|Condizioni igieniche del bagno pessime. Mai visto nulla di simile.|Housekeeping|neg
323|Una stanza così...|Una stanza così non può e non deve essere considerata abitabile. Pessime condizioni, pessima igiene.|Housekeeping|neg
324|Camere e bagno...|Camere e bagno super sporchi. Assolutamente vergognoso! Evitatelo.|Housekeeping|neg
325|Camere e bagno...|Camere e bagno molto sporchi. Assolutamente vergognoso! Evitatelo.|Housekeeping|neg
326|Moquette sporchissima e...|Moquette sporchissima e bagno lurido. Esperienza da non ripetere!|Housekeeping|neg
327|La struttura non...|La struttura non è né molto nuova né molto pulita. Voto 5 per me.|Housekeeping|neg
328|La struttura non...|La struttura non è né molto recente, né molto pulita. Voto 5 per me.|Housekeeping|neg
329|Rapporto qualità prezzo...|Rapporto qualità prezzo altamente negativo. Struttura (e camere in particolare) un po' abbandonata.|Housekeeping|neg
330|le camere sono...|le camere sono molto piccole e spartane, anche vecchiotte, non un granché insomma.|Housekeeping|neg
331|L'albergo ha bisogno...|L'albergo ha bisogno di aggiornamenti e riparazioni. Hall vecchia e camere molto datate.|Housekeeping|neg
332|La doccia aveva...|La doccia aveva segni terribili vecchio stampo di arancia e l'acqua scorre fuori sporcando tutto il bagno.|Housekeeping|neg
333|Condizionatore d'aria molto...|Condizionatore d'aria molto rumoroso che a causa di una perdita ha allagato la moquette.|Housekeeping|neg
334|Condizionatore d'aria molto...|Condizionatore d'aria molto fastidioso che a causa di una perdita ha allagato la moquette.|Housekeeping|neg
335|Ho soggiornato qui...|Ho soggiornato qui anni prima ed era molto più pulito rispetto ad ora.|Housekeeping|neg
336|Stanza piuttosto buia...|Stanza piuttosto buia (non luminosa) e poco accogliente|Housekeeping|neg
337|Stanza piuttosto buia...|Stanza piuttosto buia (non luminosa) e poco ospitale.|Housekeeping|neg
338|Pochi comfort, niente...|Pochi comfort, niente lussi e 0 pulizie extra. Probabilmente non tornerò.|Housekeeping|neg
339|Questo albergo non...|Questo albergo non è terribile ma sicuramente ci sono molte cose da rivedere, a cominciare dalle pulizie!|Housekeeping|neg
340|Stanze rumorose e...|Stanze rumorose e poco curate. Poca attenzione ai dettagli.|Housekeeping|neg
341|Stanze chiassose e...|Stanze chiassose e poco curate. Poca attenzione ai dettagli.|Housekeeping|neg
342|Camera poco pulita...|Camera poco pulita e bagno fuori servizio. Terribile|Housekeeping|neg
343|Camera poco pulita...|Camera poco pulita e bagno fuori servizio. Tremendo|Housekeeping|neg
344|Camera poco pulita...|Camera poco pulita e bagno fuori servizio. Penoso.|Housekeeping|neg
345|Arredi vetusti e...|Arredi vetusti e poco funzionali. Camere vecchie da ristrutturare|Housekeeping|neg
346|Arredi vetusti e...|Arredi vetusti e poco funzionali. Camere vecchie da risistemare.|Housekeeping|neg
347|Arredi sgangherati e...|Arredi sgangherati e poco funzionali. Camere vecchie da ristrutturare|Housekeeping|neg
348|Arredi sgangherati e...|Arredi sgangherati e poco funzionali. Camere vecchie da risistemare.|Housekeeping|neg
349|Hotel vecchissimo -...|Hotel vecchissimo - moquette mangiucchiata e staccata qui e lì (attenzione a non inciampare). Da evitare!|Housekeeping|neg
350|Camera sporca in...|Camera sporca in ogni angolo niente ascensore e zanzare nella stanza.|Housekeeping|neg
351|Camera sporca in...|Camera sporca in ogni angolo niente ascensore e insetti nella stanza.|Housekeeping|neg
352|Camera sporca in...|Camera sporca in ogni dove; niente ascensore e zanzare nella stanza.|Housekeeping|neg
353|Camera sporca in...|Camera sporca in ogni dove; niente ascensore e insetti nella stanza.|Housekeeping|neg
354|Muri della stanza...|Muri della stanza macchiati di insetti morti (ancora attaccati).|Housekeeping|neg
355|Bagno in camera...|Bagno in camera senza bidet! Sveglia, siamo in Italia!|Housekeeping|neg
356|L'hotel è molto...|L'hotel è molto vecchio e ha sicuramente bisogno di un ascensore; la camera e il bagno necessitano un rinnovo.|Housekeeping|neg
357|Non lo consiglierei....|Non lo consiglierei. Pulizie scarse e arredamenti vecchi e fatiscenti.|Housekeeping|neg
358|Non lo consiglierei....|Non lo consiglierei. Pulizie approssimative e arredamenti vecchi e fatiscenti.|Housekeeping|neg
359|Camere sporche, moquette...|Camere sporche, moquette rialzata da terra, muri sporchi Non lo consiglierei.|Housekeeping|neg
360|Camere sporche, moquette...|Camere sporche, moquette rialzata da terra, muri macchiati. Non lo consiglierei.|Housekeeping|neg
361|Il peggior hotel...|Il peggior hotel in cui ho soggiornato. Biancheria da letto sudicia e macchiata.|Housekeeping|neg
362|Il peggior albergo...|Il peggior albergo in cui ho soggiornato. Biancheria da letto sudicia e macchiata.|Housekeeping|neg
363|Puzza terribile in...|Puzza terribile in camera. Atmosfera vecchia e opprimente. Siamo fuggiti.|Housekeeping|neg
364|odore terribile in...|odore terribile in camera. Atmosfera vecchia e opprimente. Siamo fuggiti.|Housekeeping|neg
365|E' stato un...|E' stato un susseguirsi di pessime impressioni! Hotel molto antiquato|Housekeeping|neg
366|E' stato un...|E' stato un susseguirsi di pessime impressioni! Hotel molto obsoleto.|Housekeeping|neg
367|E' stato un...|E' stato un succedersi di pessime impressioni! Hotel molto antiquato|Housekeeping|neg
368|E' stato un...|E' stato un succedersi di pessime impressioni! Hotel molto obsoleto.|Housekeeping|neg
369|Moquette scolorita e...|Moquette scolorita e rivestimenti datati, la camera era davvero angusta, per non parlare del bagno.|Housekeeping|neg
370|Camera con finestre...|Camera con finestre che non si chiudevano bene e invasa dalle zanzare. Esperienza da non ripetere.|Housekeeping|neg
371|Struttura fatiscente, moquette...|Struttura fatiscente, moquette sporca e consumata, materasso sfondato, cuscini quasi inesistenti.|Housekeeping|neg
372|Albergo fatiscente al...|Albergo fatiscente al limite dell' agibile! Stanze vecchie mai restautare, pulizia opinabile|Housekeeping|neg
373|Albergo fatiscente al...|Albergo fatiscente al limite dell' agibile! Stanze vecchie mai restautare, pulizia discutibile.|Housekeeping|neg
374|La nostra camera...|La nostra camera aveva un handicap doccia. L'asta era caduta e c'era muffa ovunque|Housekeeping|neg
375|La nostra camera...|La nostra camera aveva un handicap doccia. L'asta era caduta e c'era muffa dappertutto.|Housekeeping|neg
376|Il telaio della...|Il telaio della finestra è ammuffito e rovinato I letti non sono confortevoli|Housekeeping|neg
377|Il telaio della...|Il telaio della finestra è ammuffito e rovinato I letti non sono comodi.|Housekeeping|neg
378|Il telaio della...|Il telaio della finestra è ammuffito e rotto. I letti non sono confortevoli|Housekeeping|neg
379|Il telaio della...|Il telaio della finestra è ammuffito e rotto. I letti non sono comodi.|Housekeeping|neg
380|I cuscini sono...|I cuscini sono in disperato bisogno di sostituzione Zanzariere alle finestre rotte e non efficaci.|Housekeeping|neg
381|I cuscini sono...|I cuscini sono in disperato bisogno di ricambio. Zanzariere alle finestre rotte e non efficaci.|Housekeeping|neg
382|Bagno piccolo e...|Bagno piccolo e non confortevole, senza piatto doccia e con tendina sporca.|Housekeeping|neg
383|La camera, come...|La camera, come tutto l'albergo, è abbastanza spoglia. Le pulizie lasciano a desiderare.|Housekeeping|neg
384|I servizi sono...|I servizi sono un po carenti Camera spartana e poco accogliente.|Housekeeping|neg
