id|title|body|department|sentiment|preprocessed_body
164|Accoglienza meravigliosa, camere...|Accoglienza meravigliosa, camere molto belle e pulizia impeccabile! Ritorneremo sicuramente.|Housekeeping|pos|accoglienza meravigliosa camere molto belle e pulizia impeccabile ritorneremo sicuramente
165|Camera arredata modernamente...|Camera arredata modernamente e molto pulita. Massimo confort anche in bagno.|Housekeeping|pos|camera arredata modernamente e molto pulita massimo confort anche in bagno
166|Camera arredata modernamente...|Camera arredata modernamente e molto pulita. ottimo confort anche in bagno.|Housekeeping|pos|camera arredata modernamente e molto pulita ottimo confort anche in bagno
167|Camere accoglienti, pulite,...|Camere accoglienti, pulite, dotate di macchinetta del caffè e, nonostante l'affaccio su strada, molto silenziose.|Housekeeping|pos|camere accoglienti pulite dotate di macchinetta del caffé e nonostante l affaccio su strada molto silenziose
168|Ottima ospitalità. Adoro...|Ottima ospitalità. Adoro la camera, adoro la posizione. Sceglierò di nuovo questo B&B.|Housekeeping|pos|ottima ospitalità adoro la camera adoro la posizione sceglierò di nuovo questo b&b
169|Molto pulito, tranquillo...|Molto pulito, tranquillo ottimo wifi e un letto comodo. Bagno un po' piccolo ma funzionale.|Housekeeping|pos|molto pulito tranquillo ottimo wifi e un letto comodo bagno un po piccolo ma funzionale
170|Molto pulito, silenzioso,...|Molto pulito, silenzioso, ottimo wifi e un letto comodo. Bagno un po' piccolo ma funzionale.|Housekeeping|pos|molto pulito silenzioso ottimo wifi e un letto comodo bagno un po piccolo ma funzionale
171|Camera perfetta, pulizia...|Camera perfetta, pulizia ottima|Housekeeping|pos|camera perfetta pulizia ottima
172|Camera perfetta, pulizia...|Camera perfetta, pulizia massima.|Housekeeping|pos|camera perfetta pulizia massima
173|Sistemazione perfetta, pulizia...|Sistemazione perfetta, pulizia ottima|Housekeeping|pos|sistemazione perfetta pulizia ottima
174|Sistemazione perfetta, pulizia...|Sistemazione perfetta, pulizia massima.|Housekeeping|pos|sistemazione perfetta pulizia massima
175|Grazie a tutti...|Grazie a tutti i confort sono rimasto più a lungo di quanto previsto! Voto 9, pulizia 9.|Housekeeping|pos|grazie a tutti i confort sono rimasto più a lungo di quanto previsto voto 9 pulizia 9
176|La camera era...|La camera era perfetta, pulita quotidianamente dal personale. Bellissima esperienza.|Housekeeping|pos|la camera era perfetta pulita quotidianamente dal personale bellissima esperienza
177|Camera nuova, pulita...|Camera nuova, pulita e confortevole. Posizione eccellente. Giudizio positivo.|Housekeeping|pos|camera nuova pulita e confortevole posizione eccellente giudizio positivo
178|Camera nuova, pulita...|Camera nuova, pulita e confortevole. luogo eccellente. Giudizio positivo.|Housekeeping|pos|camera nuova pulita e confortevole luogo eccellente giudizio positivo
179|Camera nuova, pulita...|Camera nuova, pulita e confortevole. località eccellente. Giudizio positivo.|Housekeeping|pos|camera nuova pulita e confortevole località eccellente giudizio positivo
180|Mi è piaciuta...|Mi è piaciuta molto la camera, con letti molto comodi, pulitissima e con servizio per fare caffè.|Housekeeping|pos|mi é piaciuta molto la camera con letti molto comodi pulitissima e con servizio per fare caffé
181|Segnalo l'ottima pulizia,...|Segnalo l'ottima pulizia, serietà, efficienza, competenza e disponibilità.|Housekeeping|pos|segnalo l ottima pulizia serietà efficienza competenza e disponibilità
182|Struttura assolutamente perfetta...|Struttura assolutamente perfetta in fatto di pulizia e confort|Housekeeping|pos|struttura assolutamente perfetta in fatto di pulizia e confort
183|Struttura assolutamente perfetta...|Struttura assolutamente perfetta in fatto di pulizia e comodità.|Housekeeping|pos|struttura assolutamente perfetta in fatto di pulizia e comodità
184|Struttura assolutamente perfetta...|Struttura assolutamente perfetta in fatto di igiene e confort|Housekeeping|pos|struttura assolutamente perfetta in fatto di igiene e confort
185|Struttura assolutamente perfetta...|Struttura assolutamente perfetta in fatto di igiene e comodità.|Housekeeping|pos|struttura assolutamente perfetta in fatto di igiene e comodità
186|La sistemazione è...|La sistemazione è come indicato. Ottimamente arredato, molto pulito e curato.|Housekeeping|pos|la sistemazione é come indicato ottimamente arredato molto pulito e curato
187|La struttura è...|La struttura è come indicato. Ottimamente arredato, molto pulito e curato.|Housekeeping|pos|la struttura é come indicato ottimamente arredato molto pulito e curato
188|Soggiorno semplicemente perfetto....|Soggiorno semplicemente perfetto. La struttura è stupenda pulitissima, nuova e molto comoda.|Housekeeping|pos|soggiorno semplicemente perfetto la struttura é stupenda pulitissima nuova e molto comoda
189|Soggiorno semplicemente perfetto....|Soggiorno semplicemente perfetto. La struttura è bellissima, pulitissima, nuova e molto comoda.|Housekeeping|pos|soggiorno semplicemente perfetto la struttura é bellissima pulitissima nuova e molto comoda
190|Struttura curata in...|Struttura curata in ogni minimo dettaglio. Non avrei potuto chiedere di meglio.|Housekeeping|pos|struttura curata in ogni minimo dettaglio non avrei potuto chiedere di meglio
191|Struttura curata in...|Struttura curata in ogni minimo dettaglio. Non avrei potuto sperare di meglio.|Housekeeping|pos|struttura curata in ogni minimo dettaglio non avrei potuto sperare di meglio
192|Struttura seguita in...|Struttura seguita in ogni minimo dettaglio. Non avrei potuto chiedere di meglio.|Housekeeping|pos|struttura seguita in ogni minimo dettaglio non avrei potuto chiedere di meglio
193|Struttura seguita in...|Struttura seguita in ogni minimo dettaglio. Non avrei potuto sperare di meglio.|Housekeeping|pos|struttura seguita in ogni minimo dettaglio non avrei potuto sperare di meglio
194|Albergo curato nei...|Albergo curato nei minimi particolari Camera è arredata con gusto, comoda e spaziosa!|Housekeeping|pos|albergo curato nei minimi particolari camera é arredata con gusto comoda e spaziosa
195|Albergo curato nei...|Albergo curato nei minimi dettagli. Camera è arredata con gusto, comoda e spaziosa!|Housekeeping|pos|albergo curato nei minimi dettagli camera é arredata con gusto comoda e spaziosa
196|Camere colorate ed...|Camere colorate ed eleganti, bagni nuovi, confort e disponibilità assolute|Housekeeping|pos|camere colorate ed eleganti bagni nuovi confort e disponibilità assolute
197|Camere colorate ed...|Camere colorate ed eleganti, bagni nuovi, confort e disponibilità totale.|Housekeeping|pos|camere colorate ed eleganti bagni nuovi confort e disponibilità totale
198|Stanza e hotel...|Stanza e hotel pulitissimi e molto accoglienti.|Housekeeping|pos|stanza e hotel pulitissimi e molto accoglienti
199|Camere in legno,...|Camere in legno, pulite e accoglienti, con finestre affacciate sulla piazza centrale.|Housekeeping|pos|camere in legno pulite e accoglienti con finestre affacciate sulla piazza centrale
200|Camere in legno,...|Camere in legno, pulite e accoglienti, con finestre affacciate sulla zona centrale.|Housekeeping|pos|camere in legno pulite e accoglienti con finestre affacciate sulla zona centrale
201|Camera pulita e...|Camera pulita e silenziosa con bellissimo balconcino privato.|Housekeeping|pos|camera pulita e silenziosa con bellissimo balconcino privato
202|Camera pulita e...|Camera pulita e tranquilla con bellissimo balconcino privato.|Housekeeping|pos|camera pulita e tranquilla con bellissimo balconcino privato
203|Struttura accogliente a...|Struttura accogliente a due passi dal centro. Camere confortevoli e fuonzionali.|Housekeeping|pos|struttura accogliente a due passi dal centro camere confortevoli e fuonzionali
204|Struttura accogliente a...|Struttura accogliente a pochi passi dal centro. Camere confortevoli e fuonzionali.|Housekeeping|pos|struttura accogliente a pochi passi dal centro camere confortevoli e fuonzionali
205|L'hotel era molto...|L'hotel era molto bello, le camere sono molto pulite e silenziose.|Housekeeping|pos|l hotel era molto bello le camere sono molto pulite e silenziose
206|Camera e bagno...|Camera e bagno nuovi e confortevoli. Ottima pulizia in tutti gli ambienti|Housekeeping|pos|camera e bagno nuovi e confortevoli ottima pulizia in tutti gli ambienti
207|Camera e bagno...|Camera e bagno nuovi e confortevoli. Ottima pulizia in tutti gli spazi.|Housekeeping|pos|camera e bagno nuovi e confortevoli ottima pulizia in tutti gli spazi
208|Camere tutte molto...|Camere tutte molto carine ed ognuna con affaccio sul paese. Bella esperienza.|Housekeeping|pos|camere tutte molto carine ed ognuna con affaccio sul paese bella esperienza
209|Camere tutte molto...|Camere tutte molto belle ed ognuna con affaccio sul paese. Bella esperienza.|Housekeeping|pos|camere tutte molto belle ed ognuna con affaccio sul paese bella esperienza
210|Ottimo trattamento, bella...|Ottimo trattamento, bella la camera, arredata in stile tirolese, massima puliza.|Housekeeping|pos|ottimo trattamento bella la camera arredata in stile tirolese massima puliza
211|perfetto trattamento, bella...|perfetto trattamento, bella la camera, arredata in stile tirolese, massima puliza.|Housekeeping|pos|perfetto trattamento bella la camera arredata in stile tirolese massima puliza
212|Soggiornato 2 notti...|Soggiornato 2 notti e 3 giorni, pro: pulito e ben organizzato.|Housekeeping|pos|soggiornato 2 notti e 3 giorni pro pulito e ben organizzato
213|L’appartamento spazioso e...|L’appartamento spazioso e impeccabilmente pulito, con una terrazza con vista mozzafiato.|Housekeeping|pos|l appartamento spazioso e impeccabilmente pulito con una terrazza con vista mozzafiato
214|alloggio spazioso e...|alloggio spazioso e impeccabilmente pulito, con una terrazza con vista mozzafiato.|Housekeeping|pos|alloggio spazioso e impeccabilmente pulito con una terrazza con vista mozzafiato
215|Bellissimo appartamento, camere...|Bellissimo appartamento, camere tutte spaziose, pulite e con una vista stupenda.|Housekeeping|pos|bellissimo appartamento camere tutte spaziose pulite e con una vista stupenda
216|L’ambiente è molto...|L’ambiente è molto accogliente e confortevole, luminoso e la posizione è ottima.|Housekeeping|pos|l ambiente é molto accogliente e confortevole luminoso e la posizione é ottima
217|L’ambiente è molto...|L’ambiente è molto accogliente e confortevole, luminoso e la collocazione è ottima.|Housekeeping|pos|l ambiente é molto accogliente e confortevole luminoso e la collocazione é ottima
218|Questo hotel è...|Questo hotel è una vera gemma Camere confortevoli e un eccellente servizio.|Housekeeping|pos|questo hotel é una vera gemma camere confortevoli e un eccellente servizio
219|Questo hotel è...|Questo hotel è una vera perla! Camere confortevoli e un eccellente servizio.|Housekeeping|pos|questo hotel é una vera perla camere confortevoli e un eccellente servizio
220|Sistemazione perfetta! Pulita,...|Sistemazione perfetta! Pulita, accogliente e in posizione fantastica.|Housekeeping|pos|sistemazione perfetta pulita accogliente e in posizione fantastica
221|Mi sono sentito...|Mi sono sentito come a casa. Appartamento pulito e ben arredato.|Housekeeping|pos|mi sono sentito come a casa appartamento pulito e ben arredato
222|Appartamento esattamente come...|Appartamento esattamente come in foto: moderno, luminoso, spazioso, pulito e molto ben arredato.|Housekeeping|pos|appartamento esattamente come in foto moderno luminoso spazioso pulito e molto ben arredato
223|Letto comodissimo, confort...|Letto comodissimo, confort e pulizia. Ospitalità perfetta.|Housekeeping|pos|letto comodissimo confort e pulizia ospitalità perfetta
224|materasso comodissimo, confort...|materasso comodissimo, confort e pulizia. Ospitalità perfetta.|Housekeeping|pos|materasso comodissimo confort e pulizia ospitalità perfetta
225|Ottima esperienza, camera...|Ottima esperienza, camera con spazio sufficiente per quattro persone e condizioni impeccabili.|Housekeeping|pos|ottima esperienza camera con spazio sufficiente per quattro persone e condizioni impeccabili
226|L’ambiente è accogliente...|L’ambiente è accogliente e silenzioso, ideale per rilassarsi. Consiglio vivamente.|Housekeeping|pos|l ambiente é accogliente e silenzioso ideale per rilassarsi consiglio vivamente
227|L’ambiente è accogliente...|L’ambiente è accogliente e silenzioso, perfetto per rilassarsi. Consiglio vivamente.|Housekeeping|pos|l ambiente é accogliente e silenzioso perfetto per rilassarsi consiglio vivamente
228|La camera in...|La camera in cui ho alloggiato era spaziosa, ben arredata e soprattutto pulita.|Housekeeping|pos|la camera in cui ho alloggiato era spaziosa ben arredata e soprattutto pulita
229|La camera è...|La camera è semplicemente perfetta. Un ambiente caldo e accogliente, arredato con materiali di pregio.|Housekeeping|pos|la camera é semplicemente perfetta un ambiente caldo e accogliente arredato con materiali di pregio
230|Letto incredibilmente comodo,...|Letto incredibilmente comodo, garantisce un sonno riposante dopo lunghe giornate di esplorazione.|Housekeeping|pos|letto incredibilmente comodo garantisce un sonno riposante dopo lunghe giornate di esplorazione
231|Tanta cortesia e...|Tanta cortesia e ottima pulizia delle camere.|Housekeeping|pos|tanta cortesia e ottima pulizia delle camere
232|Tanta gentilezza e...|Tanta gentilezza e ottima pulizia delle camere.|Housekeeping|pos|tanta gentilezza e ottima pulizia delle camere
233|Tanta professionalità e...|Tanta professionalità e ottima pulizia delle camere.|Housekeeping|pos|tanta professionalità e ottima pulizia delle camere
